query_name,query_prefix,rank,retrieved_name,retrieved_prefix,similarity,is_relevant
fhy-12k4jb1k421.jpg,fhy,1,fhy-ikl12n12lo.jpg,fhy,0.7879567742347717,1
fhy-12k4jb1k421.jpg,fhy,2,fhy-ptly916g6uvufc.jpg,fhy,0.7730104327201843,1
fhy-12k4jb1k421.jpg,fhy,3,mh-27qwgyuvbxcnk.jpg,mh,0.7544456124305725,0
fhy-12k4jb1k421.jpg,fhy,4,fhy-8oae6r5t64ptx2.jpg,fhy,0.7512228488922119,1
fhy-12k4jb1k421.jpg,fhy,5,mh-ee3f0c5b9d9b66250a282ee1ca2f007.jpg,mh,0.744205117225647,0
fhy-12k4jb1k421.jpg,fhy,6,fhy-oakvomofk.jpg,fhy,0.7308579087257385,1
fhy-12k4jb1k421.jpg,fhy,7,mh-awugd835hfuew7g.jpg,mh,0.7290939092636108,0
fhy-12k4jb1k421.jpg,fhy,8,tsg-clp8643754.png,tsg,0.7250488996505737,0
fhy-12k4jb1k421.jpg,fhy,9,zx-7b803be69f36cb.jpg,zx,0.7248432636260986,0
fhy-12k4jb1k421.jpg,fhy,10,tsg-tyieghjrtuy456y5ijlop90.png,tsg,0.7231954336166382,0
fhy-12k4jb1k421.jpg,fhy,11,mh-8n9o0p1q2r3s.jpg,mh,0.7222245931625366,0
fhy-12k4jb1k421.jpg,fhy,12,mh-8435e5dde71190ef3fb9b9cecf96bf1efcfa60f1.jpeg,mh,0.7197490334510803,0
fhy-12k4jb1k421.jpg,fhy,13,mh-20240515220850.jpg,mh,0.7184607982635498,0
fhy-12k4jb1k421.jpg,fhy,14,yk-3vbcn.jpg,yk,0.7129074335098267,0
fhy-12k4jb1k421.jpg,fhy,15,mh-jadufhaeuhfug.jpg,mh,0.7121454477310181,0
fhy-12k4jb1k421.jpg,fhy,16,mh-qwehjkcvb36790.jpg,mh,0.7108919024467468,0
fhy-12k4jb1k421.jpg,fhy,17,sjz-udjewn28474889.jpg,sjz,0.7090230584144592,0
fhy-12k4jb1k421.jpg,fhy,18,mh-a8f6s.png,mh,0.7078616619110107,0
fhy-12k4jb1k421.jpg,fhy,19,zx-op234kowqr132we.jpg,zx,0.7063981294631958,0
fhy-12k4jb1k421.jpg,fhy,20,yk-d217653d75dbd347dcc939cc45659346.jpg,yk,0.7019193768501282,0
fhy-12k4jb1k421.jpg,fhy,21,mh-202505071933001.jpg,mh,0.6991400718688965,0
fhy-12k4jb1k421.jpg,fhy,22,sjz-jnc7yfsl08.jpg,sjz,0.6980632543563843,0
fhy-12k4jb1k421.jpg,fhy,23,mh-hjsbdcjhdsb.jpg,mh,0.697783887386322,0
fhy-12k4jb1k421.jpg,fhy,24,tsg-sdj724323y.jpg,tsg,0.697693943977356,0
fhy-12k4jb1k421.jpg,fhy,25,nm-c7baywgefuhaupw9y.jpg,nm,0.6971770524978638,0
fhy-12k4jb1k421.jpg,fhy,26,sy-1fvhug.jpg,sy,0.6957676410675049,0
fhy-12k4jb1k421.jpg,fhy,27,mh-dgjsisgd7as8g245.jpg,mh,0.6957370042800903,0
fhy-12k4jb1k421.jpg,fhy,28,mh-a78ni6dq6afdai.jpg,mh,0.6954247951507568,0
fhy-12k4jb1k421.jpg,fhy,29,mh-24jbdkjb443.jpg,mh,0.6947983503341675,0
fhy-12k4jb1k421.jpg,fhy,30,fhy-euife123433.jpeg,fhy,0.6942596435546875,1
fhy-12k4jb1k421.jpg,fhy,31,mh-300087ee-f94d-4087-a447-8803cdc59c58.png,mh,0.6932533979415894,0
fhy-12k4jb1k421.jpg,fhy,32,nm-hfuishfio.jpg,nm,0.6931047439575195,0
fhy-12k4jb1k421.jpg,fhy,33,mh-e3530230780e.png,mh,0.6923792362213135,0
fhy-12k4jb1k421.jpg,fhy,34,mh-kmyheartwillgoon576.jpg,mh,0.6917139291763306,0
fhy-12k4jb1k421.jpg,fhy,35,mh-clp56563784.png,mh,0.6911472082138062,0
fhy-12k4jb1k421.jpg,fhy,36,sjz-iqewygbvuobh.jpg,sjz,0.6905666589736938,0
fhy-12k4jb1k421.jpg,fhy,37,mh-xgfafd54612520.png,mh,0.6904194951057434,0
fhy-12k4jb1k421.jpg,fhy,38,mh-243ore.png,mh,0.6889976263046265,0
fhy-12k4jb1k421.jpg,fhy,39,yk-1bvjiji.jpg,yk,0.6887761354446411,0
fhy-12k4jb1k421.jpg,fhy,40,mh-adjfgr329847.png,mh,0.6885451078414917,0
fhy-12k4jb1k421.jpg,fhy,41,mh-sajk7iy33.jpg,mh,0.6877651214599609,0
fhy-12k4jb1k421.jpg,fhy,42,mh-3031764962.png,mh,0.6873272657394409,0
fhy-12k4jb1k421.jpg,fhy,43,mh-sardq778516.jpg,mh,0.6869865655899048,0
fhy-12k4jb1k421.jpg,fhy,44,sy-fh0987.png,sy,0.6859843134880066,0
fhy-12k4jb1k421.jpg,fhy,45,nm-clovecantouchusonetime384.jpg,nm,0.6853145360946655,0
fhy-12k4jb1k421.jpg,fhy,46,kx-n2vcvjnudub3ol.jpg,kx,0.6848660707473755,0
fhy-12k4jb1k421.jpg,fhy,47,mh-1746580766659.jpg,mh,0.6844342947006226,0
fhy-12k4jb1k421.jpg,fhy,48,nm-hgvcxx.jpg,nm,0.6843929886817932,0
